Modul_ID|Modul_Name|Scenario_ID|Tester_POV|Test_Description|Expected_Result|Test_Type
1|Buku Besar - Saldo Awal|SCN-0034|Staff Penagihan|Sebagai Staff Penagihan dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Januari.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
1|Buku Besar - Saldo Awal|SCN-0035|Staff Gudang|Sebagai Staff Gudang, saya mencoba menyisipkan data duplikat untuk 12 Bulan yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data 12 Bulan Sudah Ada".|Negative
1|Buku Besar - Saldo Awal|SCN-0036|Akuntan|Sebagai Akuntan, saya mengosongkan kolom wajib (NULL) pada form 12 Bulan.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
1|Buku Besar - Saldo Awal|SCN-0037|Staff Pajak|Sebagai Staff Pajak, saya mencoba menghapus Desember yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
1|Buku Besar - Saldo Awal|SCN-0038|Direktur|Sebagai Direktur, saya memasukkan angka ekstrem/negatif pada field nominal di 12 Bulan.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
1|Buku Besar - Saldo Awal|SCN-0039|Akuntan|Sebagai Akuntan dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Januari.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
1|Buku Besar - Saldo Awal|SCN-0040|Kasir|Sebagai Kasir, saya mencoba menyisipkan data duplikat untuk Desember yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Desember Sudah Ada".|Negative
1|Buku Besar - Saldo Awal|SCN-0041|Staff Gudang|Sebagai Staff Gudang, saya mengosongkan kolom wajib (NULL) pada form Desember.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
1|Buku Besar - Saldo Awal|SCN-0042|Direktur|Sebagai Direktur, saya mencoba menghapus Saldo Awal yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
1|Buku Besar - Saldo Awal|SCN-0043|Staff Pembelian|Sebagai Staff Pembelian, saya memasukkan angka ekstrem/negatif pada field nominal di 12 Bulan.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
1|Buku Besar - Saldo Awal|SCN-0044|Staff Gudang|Sebagai Staff Gudang dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Desember.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
1|Buku Besar - Saldo Awal|SCN-0045|Auditor|Sebagai Auditor, saya mencoba menyisipkan data duplikat untuk Saldo Awal yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Saldo Awal Sudah Ada".|Negative
1|Buku Besar - Saldo Awal|SCN-0046|Auditor|Sebagai Auditor, saya mengosongkan kolom wajib (NULL) pada form Desember.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
1|Buku Besar - Saldo Awal|SCN-0047|Kasir|Sebagai Kasir, saya mencoba menghapus 12 Bulan yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
1|Buku Besar - Saldo Awal|SCN-0048|Admin IT|Sebagai Admin IT, saya memasukkan angka ekstrem/negatif pada field nominal di Saldo Awal.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
1|Buku Besar - Saldo Awal|SCN-0049|Staff Pembelian|Sebagai Staff Pembelian dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting 12 Bulan.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
1|Buku Besar - Saldo Awal|SCN-0050|Auditor|Sebagai Auditor, saya mencoba menyisipkan data duplikat untuk 12 Bulan yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data 12 Bulan Sudah Ada".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0051|Staff Gudang|Sebagai Staff Gudang, saya ingin mengekspor/mencetak dokumen Kode Sortir ke format PDF/CSV.|Sistem mengunduh file Kode Sortir yang dapat dibaca jelas tanpa format yang rusak.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0052|Manajer Keuangan|Sebagai Manajer Keuangan, saya memfilter tabel Buku Besar - Perkiraan (COA) menggunakan parameter Akun Induk.|Sistem hanya menampilkan baris data yang relevan dengan Akun Induk.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0053|Manajer Keuangan|Sebagai Manajer Keuangan, saya melakukan klik pada COA untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai COA sesuai otorisasi saya.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0054|Auditor|Sebagai Auditor, saya memperbarui data Akun Induk yang sudah ada di modul Buku Besar - Perkiraan (COA).|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0055|Staff Pajak|Sebagai Staff Pajak, saya mengunci Akun Level 3 untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Akun Level 3 tanpa error dan data tersimpan ke database.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0056|Staff Pajak|Sebagai Staff Pajak, saya ingin mengekspor/mencetak dokumen Akun Induk ke format PDF/CSV.|Sistem mengunduh file Akun Induk yang dapat dibaca jelas tanpa format yang rusak.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0057|Staff Gudang|Sebagai Staff Gudang, saya memfilter tabel Buku Besar - Perkiraan (COA) menggunakan parameter Akun Level 3.|Sistem hanya menampilkan baris data yang relevan dengan Akun Level 3.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0058|Staff Pembelian|Sebagai Staff Pembelian, saya melakukan klik pada Kode Sortir untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Kode Sortir sesuai otorisasi saya.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0059|Akuntan|Sebagai Akuntan, saya memperbarui data Akun Level 3 yang sudah ada di modul Buku Besar - Perkiraan (COA).|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0060|Admin IT|Sebagai Admin IT, saya menginput Akun Level 3 untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Akun Level 3 tanpa error dan data tersimpan ke database.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0061|Staff Pajak|Sebagai Staff Pajak, saya ingin mengekspor/mencetak dokumen Akun Level 3 ke format PDF/CSV.|Sistem mengunduh file Akun Level 3 yang dapat dibaca jelas tanpa format yang rusak.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0062|Admin IT|Sebagai Admin IT, saya memfilter tabel Buku Besar - Perkiraan (COA) menggunakan parameter Beban Pemeliharaan.|Sistem hanya menampilkan baris data yang relevan dengan Beban Pemeliharaan.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0063|Staff Pajak|Sebagai Staff Pajak, saya melakukan klik pada Kode Sortir untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Kode Sortir sesuai otorisasi saya.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0064|Auditor|Sebagai Auditor, saya memperbarui data Akun Level 3 yang sudah ada di modul Buku Besar - Perkiraan (COA).|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0065|Akuntan|Sebagai Akuntan, saya memfilter Kode Sortir untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Kode Sortir tanpa error dan data tersimpan ke database.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0066|Admin IT|Sebagai Admin IT, saya ingin mengekspor/mencetak dokumen Kode Sortir ke format PDF/CSV.|Sistem mengunduh file Kode Sortir yang dapat dibaca jelas tanpa format yang rusak.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0067|Staff Penagihan|Sebagai Staff Penagihan, saya memfilter tabel Buku Besar - Perkiraan (COA) menggunakan parameter Akun Induk.|Sistem hanya menampilkan baris data yang relevan dengan Akun Induk.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0068|Admin IT|Sebagai Admin IT, saya melakukan klik pada Beban Pemeliharaan untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Beban Pemeliharaan sesuai otorisasi saya.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0069|Kasir|Sebagai Kasir, saya memperbarui data Akun Induk yang sudah ada di modul Buku Besar - Perkiraan (COA).|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0070|Akuntan|Sebagai Akuntan, saya mengekspor Kode Sortir untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Kode Sortir tanpa error dan data tersimpan ke database.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0071|Direktur|Sebagai Direktur, saya ingin mengekspor/mencetak dokumen Akun Induk ke format PDF/CSV.|Sistem mengunduh file Akun Induk yang dapat dibaca jelas tanpa format yang rusak.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0072|Admin IT|Sebagai Admin IT, saya memfilter tabel Buku Besar - Perkiraan (COA) menggunakan parameter Kode Sortir.|Sistem hanya menampilkan baris data yang relevan dengan Kode Sortir.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0073|Manajer Keuangan|Sebagai Manajer Keuangan, saya melakukan klik pada Akun Level 3 untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Akun Level 3 sesuai otorisasi saya.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0074|Staff Pajak|Sebagai Staff Pajak, saya memperbarui data Akun Induk yang sudah ada di modul Buku Besar - Perkiraan (COA).|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0075|Staff Penagihan|Sebagai Staff Penagihan, saya menghapus Akun Induk untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Akun Induk tanpa error dan data tersimpan ke database.|Positive
2|Buku Besar - Perkiraan (COA)|SCN-0076|Admin IT|Sebagai Admin IT, saya mengosongkan kolom wajib (NULL) pada form Kode Sortir.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0077|Staff Penagihan|Sebagai Staff Penagihan, saya mencoba menghapus Akun Induk yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0078|Akuntan|Sebagai Akuntan, saya memasukkan angka ekstrem/negatif pada field nominal di COA.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0079|Staff Gudang|Sebagai Staff Gudang dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting COA.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0080|Akuntan|Sebagai Akuntan, saya mencoba menyisipkan data duplikat untuk Akun Induk yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Akun Induk Sudah Ada".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0081|Staff Pajak|Sebagai Staff Pajak, saya mengosongkan kolom wajib (NULL) pada form Akun Level 3.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0082|Staff Penagihan|Sebagai Staff Penagihan, saya mencoba menghapus COA yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0083|Akuntan|Sebagai Akuntan, saya memasukkan angka ekstrem/negatif pada field nominal di Kode Sortir.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0084|Staff Gudang|Sebagai Staff Gudang dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Beban Pemeliharaan.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0085|Staff Pajak|Sebagai Staff Pajak, saya mencoba menyisipkan data duplikat untuk COA yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data COA Sudah Ada".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0086|Admin IT|Sebagai Admin IT, saya mengosongkan kolom wajib (NULL) pada form Beban Pemeliharaan.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0087|Admin IT|Sebagai Admin IT, saya mencoba menghapus Akun Induk yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0088|Auditor|Sebagai Auditor, saya memasukkan angka ekstrem/negatif pada field nominal di Beban Pemeliharaan.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0089|Auditor|Sebagai Auditor dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Akun Induk.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0090|Auditor|Sebagai Auditor, saya mencoba menyisipkan data duplikat untuk Beban Pemeliharaan yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Beban Pemeliharaan Sudah Ada".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0091|Staff Gudang|Sebagai Staff Gudang, saya mengosongkan kolom wajib (NULL) pada form Akun Level 3.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0092|Admin IT|Sebagai Admin IT, saya mencoba menghapus COA yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0093|Staff Pembelian|Sebagai Staff Pembelian, saya memasukkan angka ekstrem/negatif pada field nominal di COA.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0094|Admin IT|Sebagai Admin IT dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Beban Pemeliharaan.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0095|Manajer Keuangan|Sebagai Manajer Keuangan, saya mencoba menyisipkan data duplikat untuk COA yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data COA Sudah Ada".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0096|Admin IT|Sebagai Admin IT, saya mengosongkan kolom wajib (NULL) pada form Akun Induk.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0097|Admin IT|Sebagai Admin IT, saya mencoba menghapus Beban Pemeliharaan yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0098|Staff Pajak|Sebagai Staff Pajak, saya memasukkan angka ekstrem/negatif pada field nominal di Akun Induk.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0099|Kasir|Sebagai Kasir dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Beban Pemeliharaan.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
2|Buku Besar - Perkiraan (COA)|SCN-0100|Manajer Keuangan|Sebagai Manajer Keuangan, saya mencoba menyisipkan data duplikat untuk COA yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data COA Sudah Ada".|Negative
3|Buku Besar - Type Perkiraan|SCN-0101|Kasir|Sebagai Kasir, saya ingin mengekspor/mencetak dokumen Filter Tipe ke format PDF/CSV.|Sistem mengunduh file Filter Tipe yang dapat dibaca jelas tanpa format yang rusak.|Positive
3|Buku Besar - Type Perkiraan|SCN-0102|Direktur|Sebagai Direktur, saya memfilter tabel Buku Besar - Type Perkiraan menggunakan parameter Klasifikasi Laporan.|Sistem hanya menampilkan baris data yang relevan dengan Klasifikasi Laporan.|Positive
3|Buku Besar - Type Perkiraan|SCN-0103|Akuntan|Sebagai Akuntan, saya melakukan klik pada Tipe KAS untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Tipe KAS sesuai otorisasi saya.|Positive
3|Buku Besar - Type Perkiraan|SCN-0104|Kasir|Sebagai Kasir, saya memperbarui data Tipe PIUTANG yang sudah ada di modul Buku Besar - Type Perkiraan.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
3|Buku Besar - Type Perkiraan|SCN-0105|Admin IT|Sebagai Admin IT, saya mengekspor Tipe BANK untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Tipe BANK tanpa error dan data tersimpan ke database.|Positive
3|Buku Besar - Type Perkiraan|SCN-0106|Staff Pembelian|Sebagai Staff Pembelian, saya ingin mengekspor/mencetak dokumen Tipe BANK ke format PDF/CSV.|Sistem mengunduh file Tipe BANK yang dapat dibaca jelas tanpa format yang rusak.|Positive
3|Buku Besar - Type Perkiraan|SCN-0107|Staff Gudang|Sebagai Staff Gudang, saya memfilter tabel Buku Besar - Type Perkiraan menggunakan parameter Tipe KAS.|Sistem hanya menampilkan baris data yang relevan dengan Tipe KAS.|Positive
3|Buku Besar - Type Perkiraan|SCN-0108|Staff Pajak|Sebagai Staff Pajak, saya melakukan klik pada Filter Tipe untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Filter Tipe sesuai otorisasi saya.|Positive
3|Buku Besar - Type Perkiraan|SCN-0109|Auditor|Sebagai Auditor, saya memperbarui data Tipe BANK yang sudah ada di modul Buku Besar - Type Perkiraan.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
3|Buku Besar - Type Perkiraan|SCN-0110|Kasir|Sebagai Kasir, saya mencetak Tipe PIUTANG untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Tipe PIUTANG tanpa error dan data tersimpan ke database.|Positive
3|Buku Besar - Type Perkiraan|SCN-0111|Kasir|Sebagai Kasir, saya ingin mengekspor/mencetak dokumen Tipe KAS ke format PDF/CSV.|Sistem mengunduh file Tipe KAS yang dapat dibaca jelas tanpa format yang rusak.|Positive
3|Buku Besar - Type Perkiraan|SCN-0112|Kasir|Sebagai Kasir, saya memfilter tabel Buku Besar - Type Perkiraan menggunakan parameter Tipe PIUTANG.|Sistem hanya menampilkan baris data yang relevan dengan Tipe PIUTANG.|Positive
3|Buku Besar - Type Perkiraan|SCN-0113|Admin IT|Sebagai Admin IT, saya melakukan klik pada Filter Tipe untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Filter Tipe sesuai otorisasi saya.|Positive
3|Buku Besar - Type Perkiraan|SCN-0114|Staff Gudang|Sebagai Staff Gudang, saya memperbarui data Klasifikasi Laporan yang sudah ada di modul Buku Besar - Type Perkiraan.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
3|Buku Besar - Type Perkiraan|SCN-0115|Kasir|Sebagai Kasir, saya mengekspor Tipe KAS untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Tipe KAS tanpa error dan data tersimpan ke database.|Positive
3|Buku Besar - Type Perkiraan|SCN-0116|Staff Penagihan|Sebagai Staff Penagihan, saya ingin mengekspor/mencetak dokumen Tipe KAS ke format PDF/CSV.|Sistem mengunduh file Tipe KAS yang dapat dibaca jelas tanpa format yang rusak.|Positive
